Date,Open,High,Low,Close,Volume
2023-03-06,114.04672548436903,154.5144885027204,93.86865359639776,147.07324043882625,64693
2023-03-07,127.13480415791243,191.7651247794619,87.03843088771022,119.30513189003871,36962
2023-03-08,107.04621124873813,166.0390032485868,84.8507870497634,148.0595281911957,38295
2023-03-09,140.109849037702,159.32592551999272,85.12420419935546,145.26753209780318,23807
2023-03-10,103.72753218398854,152.03875707773818,67.97455756098776,109.78955673946481,52348
2023-03-11,149.34434683002587,179.54464715941208,64.67959221322467,103.46806504375827,36432
2023-03-12,138.61223846483287,183.8782180921141,90.46805777392568,105.03890006887133,93285
2023-03-13,109.93578407670861,150.8293914463928,90.50566973395904,100.91109128257749,67854
2023-03-14,100.27610585618012,175.60465291496405,93.35361592900519,104.72214803779642,50262
2023-03-15,140.7730714227417,161.3247887598969,95.66202762782356,134.15033867081786,47080
2023-03-16,135.34286719238085,182.25863952047249,75.56711994304689,103.55943242301144,11324
2023-03-17,136.45035840204937,158.71832145024956,75.07581473435998,115.94878151468806,45909
2023-03-18,138.56351733429727,184.5468869051233,89.91475894833876,142.24376554847274,99339
2023-03-19,103.70223258670453,169.33676731502686,82.49819653888827,101.16359678679129,29870
2023-03-20,117.92328642721363,196.83649943683673,85.09834386288517,140.72342412944678,44578
2023-03-21,105.79345297625649,156.87604720729965,89.78963347180505,114.09273873867,82124
2023-03-22,143.1551712937797,167.05331755251294,94.50026709087831,105.90824138108282,36790
2023-03-23,131.1649063413779,155.67367606202944,66.89975784257679,134.83685826820755,35289
2023-03-24,116.54490124263246,196.23468091392814,68.7791476319972,131.4471423389942,65129
2023-03-25,103.17791751430119,193.86696766904905,54.69909699204345,143.87360067635265,25485
2023-03-26,115.54911608578311,162.8970813857578,78.9140070498087,136.75355219019428,54482
2023-03-27,116.25916610133736,182.99920230170895,51.797113689837104,140.17404651924244,96188
2023-03-28,136.4803089169032,190.8611100100608,73.27990090662301,114.10172862856533,14748
2023-03-29,131.87787356776064,177.76004057997312,77.13223173537884,108.87197718898614,96769
2023-03-30,144.36063712881634,176.48252891780032,64.32706260641422,137.53073758204292,19435
2023-03-31,123.61074625809746,162.09261454502257,79.54166302845053,140.3417369633632,13709
2023-04-01,105.97971229691508,154.65513839029495,51.52501249695247,149.52525710003366,40355
2023-04-02,135.66223936114974,194.86078789766634,51.86740943746072,120.63088384557133,65771
2023-04-03,138.03925243084487,195.02090285816652,91.13002803298292,118.60090428963916,67799
2023-04-04,128.0638598784748,181.6550728636634,68.00953207056314,138.82064803709983,23116
2023-04-05,138.54835899772806,166.95148955243502,56.35302563259424,117.0401770126509,35470
2023-04-06,124.68977981821953,167.46047873063304,76.11216300274022,146.53786628017824,52344
2023-04-07,126.1366414690997,186.29778394351197,88.49967765493054,142.9206375921506,52918
2023-04-08,121.37705091792748,194.85551299762886,60.791051374842155,121.44970136875092,62224
2023-04-09,101.27095633720477,194.35432121325587,81.14452379095002,137.54355338957487,49298
2023-04-10,105.39457134966523,188.9937772928812,54.2673732496884,137.72714370423412,90219
